paper_id,title,year,journal,sjr_quartile,citations,quality_score,pipeline_status,rq_tags,abstract
P069,Fraud In The Digital Age: Assessing Cybercrime Through The Lens of The Fraud Hexagon,2025.0,JAF- Journal of Accounting and Finance,,0.0,4.15,BORDERLINE,RQ2,"The rise of cybercrime in the digital era presents significant challenges for individuals, organizations, and governments. This paper explores the background and evolution of cybercrime and digital fraud, utilizing the Fraud Hexagon Theory to analyze the motivations behind fraudulent behavior. The COVID-19 pandemic has further accelerated cybercrime, emphasizing the urgent need for effective fraud detection and prevention strategies. The integration of big data analytics has emerged as a key approach in fraud detection, while corporate governance and internal controls play a crucial role in mitigating fraud risks. Through a systematic review of scholarly literature sourced from the Scopus database, this study examines various perspectives on fraud prevention in the digital landscape. It assesses the impact of digital transformation on cyber fraud, highlighting the role of advanced analytics and internal controls in combating fraudulent activities. Additionally, the study synthesizes re"
P070,THE INFLUENCE OF SECURE DATA SYSTEMS ON FRAUD DETECTION IN BUSINESS INTELLIGENCE APPLICATIONS,2024.0,,,0.0,4.15,BORDERLINE,-,"This study investigated the influence of secure data systems on fraud detection performance within business intelligence (BI) applications through a quantitative analysis. The empirical phase examined five core security dimensions—access control maturity, encryption coverage, monitoring completeness, pipeline security, and data governance strength—across 220 organizations using BI-driven fraud detection. Descriptive analysis showed moderate to high implementation of security features, with mean scores ranging from 4.8 to 5.4 on a seven-point scale. Fraud detection performance indicators demonstrated substantial variability, with detection accuracy averaging 78.4%, false-positive rates averaging 22.7%, and time-to-detection ranging from 1 to 72 hours. Correlation analysis revealed strong positive associations between monitoring completeness and detection accuracy (r = .52), as well as between pipeline security and output consistency (r = .54). Regression analysis indicated that secure d"
P071,From Intrusion Detection to Attacker Attribution: A Comprehensive Survey of Unsupervised Methods,2018.0,IEEE Communications Surveys & Tutorials,,208.0,4.6,BORDERLINE,RQ1,"Over the last five years there has been an increase in the frequency and diversity of network attacks. This holds true, as more and more organizations admit compromises on a daily basis. Many misuse and anomaly based intrusion detection systems (IDSs) that rely on either signatures, supervised or statistical methods have been proposed in the literature, but their trustworthiness is debatable. Moreover, as this paper uncovers, the current IDSs are based on obsolete attack classes that do not reflect the current attack trends. For these reasons, this paper provides a comprehensive overview of unsupervised and hybrid methods for intrusion detection, discussing their potential in the domain. We also present and highlight the importance of feature engineering techniques that have been proposed for intrusion detection. Furthermore, we discuss that current IDSs should evolve from simple detection to correlation and attribution. We descant how IDS data could be used to reconstruct and correlat"
P072,"A Survey of Graph Neural Networks in Real world: Imbalance, Noise, Privacy and OOD Challenges",2024.0,arXiv (Cornell University),,24.0,4.6,BORDERLINE,RQ1,"Graph-structured data exhibits universality and widespread applicability across diverse domains, such as social network analysis, biochemistry, financial fraud detection, and network security. Significant strides have been made in leveraging Graph Neural Networks (GNNs) to achieve remarkable success in these areas. However, in real-world scenarios, the training environment for models is often far from ideal, leading to substantial performance degradation of GNN models due to various unfavorable factors, including imbalance in data distribution, the presence of noise in erroneous data, privacy protection of sensitive information, and generalization capability for out-of-distribution (OOD) scenarios. To tackle these issues, substantial efforts have been devoted to improving the performance of GNN models in practical real-world scenarios, as well as enhancing their reliability and robustness. In this paper, we present a comprehensive survey that systematically reviews existing GNN models,"
P073,From Portfolio Optimization to Quantum Blockchain and Security: A Systematic Review of Quantum Computing in Finance,2023.0,arXiv (Cornell University),,23.0,4.6,BORDERLINE,-,"In this paper, we provide an overview of the recent work in the quantum finance realm from various perspectives. The applications in consideration are Portfolio Optimization, Fraud Detection, and Monte Carlo methods for derivative pricing and risk calculation. Furthermore, we give a comprehensive overview of the applications of quantum computing in the field of blockchain technology which is a main concept in fintech. In that sense, we first introduce the general overview of blockchain with its main cryptographic primitives such as digital signature algorithms, hash functions, and random number generators as well as the security vulnerabilities of blockchain technologies after the merge of quantum computers considering Shor's quantum factoring and Grover's quantum search algorithms. We then discuss the privacy preserving quantum-resistant blockchain systems via threshold signatures, ring signatures, and zero-knowledge proof systems i.e. ZK-SNARKs in quantum resistant blockchains. After"
P074,Federated and Privacy-Preserving Learning of Accounting Data in Financial Statement Audits,2022.0,,,23.0,4.15,BORDERLINE,,"The ongoing ‘digital transformation’ fundamentally changes audit evidence’s nature, recording, and volume. Nowadays, the International Standards on Auditing (ISA) requires auditors to examine vast volumes of a financial statement’s underlying digital accounting records. As a result, audit firms also ‘digitize’ their analytical capabilities and invest in Deep Learning (DL), a successful sub-discipline of Machine Learning. The application of DL offers the ability to learn specialized audit models from data of multiple clients, e.g., organizations operating in the same industry or jurisdiction. In general, regulations require auditors to adhere to strict data confidentiality measures. At the same time, recent intriguing discoveries showed that large-scale DL models are vulnerable to leaking sensitive training data information. Today, it often remains unclear how audit firms can apply DL models while complying with data protection regulations. In this work, we propose a Federated Learning "
P075,Interpretable Federated Transformer Log Learning for Cloud Threat Forensics,2022.0,,,20.0,4.15,BORDERLINE,RQ1,"Threat detection and forensics have become an imperative objective for any digital forensic triage. Supervised approaches have been proposed for inferring system and network anomalies; including anomaly detection contributions using syslogs. Nevertheless, most works downplay the importance of the interpretability of a model's decision-making process. In this research, we are among the first to propose an interpretable federated transformer log learning model for threat detection supporting explainable cyber forensics. The proposed model is generated by training a local transformer-based threat detection model at each client in an organizational unit. Local models learn the system's normal behavior from the syslogs which keep records of execution flows. Subsequently, a federated learning server aggregates the learned model parameters from local models to generate a global federated learning model. Log time-series capturing normal behavior are expected to differ from those possessing cyb"
P076,riskAIchain: AI-Driven IT Infrastructure—Blockchain-Backed Approach for Enhanced Risk Management,2024.0,Risks,,17.0,4.75,BORDERLINE,,"In the evolving landscape of cybersecurity, traditional information technology (IT) infrastructures often struggle to meet the demands of modern risk management frameworks, which require enhanced security, scalability, and analytical capabilities. This paper proposes a novel artificial intelligence (AI)–driven IT infrastructure backed by blockchain technology, specifically designed to optimize risk management processes in diverse organizational environments. By leveraging artificial intelligence for predictive analytics, anomaly detection, and data-driven decision-making, combined with blockchain’s secure and immutable ledger for data integrity and transparency, the proposed infrastructure offers a robust solution to existing challenges in risk management. The infrastructure is adaptable and scalable to support a variety of risk management methodologies, providing a more secure, efficient, and intelligent system. The findings highlight significant improvements in the accuracy, speed, a"
P077,AI-powered threat detection in surveillance systems: A real-time data processing framework,2024.0,Open Access Research Journal of Engineering and Technology,,16.0,4.75,BORDERLINE,RQ1,"The increasing need for enhanced security has driven the adoption of AI-powered threat detection in surveillance systems. Traditional surveillance methods, reliant on manual monitoring, are often inefficient in detecting complex, evolving threats in real time. This review proposes a comprehensive real-time data processing framework for AI-powered threat detection in surveillance systems, designed to automate and optimize threat identification, classification, and response. The framework integrates AI algorithms, including machine learning and deep learning models, to analyze vast amounts of surveillance data from various sources such as video feeds, audio recordings, and sensor inputs. It utilizes techniques like object detection, facial recognition, and anomaly detection to identify potential threats, while leveraging stream processing frameworks (e.g., Apache Kafka, Apache Flink) to ensure low-latency, real-time analysis. Edge computing is incorporated to reduce network bottlenecks a"
P078,Towards a Secure Technology-Driven Architecture for Smart Health Insurance Systems: An Empirical Study,2023.0,Healthcare,,14.0,4.15,BORDERLINE,,"Health insurance has become a crucial component of people's lives as the occurrence of health problems rises. Unaffordable healthcare problems for individuals with little income might be a problem. In the case of a medical emergency, health insurance assists individuals in affording the costs of healthcare services and protects them financially against the possibility of debt. Security, privacy, and fraud risks may impact the numerous benefits of health insurance. In recent years, health insurance fraud has been a contentious topic due to the substantial losses it causes for individuals, commercial enterprises, and governments. Therefore, there is a need to develop mechanisms for identifying health insurance fraud incidents. Furthermore, a large quantity of highly sensitive electronic health insurance data are generated on a daily basis, which attracts fraudulent users. Motivated by these facts, we propose a smart healthcare insurance framework for fraud detection and prevention (SHINF"
P079,Advancing financial stability: The role of ai-driven risk assessments in mitigating market uncertainty,2021.0,International Journal of Science and Research Archive,,14.0,4.3,BORDERLINE,RQ1,"Financial stability is a critical pillar of economic resilience, particularly in the face of market uncertainty driven by global disruptions, technological shifts, and evolving regulatory landscapes. Traditional risk assessment models often struggle to adapt to the increasing complexity and speed of financial markets. Artificial Intelligence (AI)-driven risk assessment frameworks offer a transformative solution by leveraging machine learning, predictive analytics, and real-time data processing to enhance financial decision-making. These AI-powered models can detect emerging risks, identify market anomalies, and optimize portfolio strategies, providing financial institutions with a proactive approach to mitigating volatility. The integration of AI in financial risk management enhances the accuracy of credit scoring, fraud detection, and liquidity analysis, reducing systemic vulnerabilities and improving investor confidence. Additionally, AI-driven sentiment analysis and natural language"
P080,Smart data-driven medical decisions through collective and individual anomaly detection in healthcare time series,2024.0,International Journal of Medical Informatics,,13.0,4.15,BORDERLINE,,"This study underscores the importance of integrating unsupervised anomaly detection with clinical expertise to ensure that statistically anomalous patterns align with clinical relevance. The dual-strategy clustering method holds significant potential for enabling timely interventions, proactively identifying potential crises, and ultimately contributing to better decision-making and operational efficiency within the healthcare sector."
P081,Cloud-Based Knowledge Management Systems with AI-Enhanced Compliance and Data Privacy Safeguards,2023.0,International Journal of Multidisciplinary Futuristic Development,,13.0,4.75,BORDERLINE,,"In the era of data-driven decision-making, Knowledge Management Systems (KMS) hosted on cloud platforms have become integral to modern organizational strategy, enabling scalable information storage, efficient collaboration, and real-time knowledge dissemination. However, the adoption of cloud-based KMS raises critical concerns regarding compliance with data protection regulations and the safeguarding of sensitive information. This review paper explores the convergence of cloud-based KMS and Artificial Intelligence (AI) technologies to address these challenges. We examine the architecture and functionality of cloud-hosted KMS, identify prevailing data privacy and compliance threats, and investigate AI-driven techniques such as automated compliance monitoring, anomaly detection, and adaptive encryption. The paper also discusses key regulatory frameworks—such as GDPR, HIPAA, and CCPA—and how AI can support their implementation. Finally, we highlight research trends, practical applications"
P082,AI-powered cybersecurity: Strategic approaches to mitigate risk and safeguard data privacy,2024.0,World Journal of Advanced Research and Reviews,,12.0,4.75,BORDERLINE,,"The proliferation of sophisticated cyber threats has compelled organizations to adopt advanced solutions for safeguarding sensitive data and mitigating enterprise risks. Artificial intelligence (AI)-driven cybersecurity systems have emerged as transformative tools in this endeavor, leveraging machine learning and predictive analytics to detect, respond to, and prevent cyberattacks. However, implementing these systems requires organizations to balance innovation with compliance, particularly in light of stringent global privacy regulations such as the General Data Protection Regulation (GDPR) and the California Consumer Privacy Act (CCPA). This paper examines strategic approaches for integrating AI-based cybersecurity frameworks into enterprise risk management. Key areas of focus include real-time threat detection, anomaly identification, and automated incident response. AI’s ability to analyse vast datasets and identify patterns enables organizations to proactively address vulnerabilit"
P083,Real-Time Risk Assessment Dashboards Using Machine Learning in Hospital Supply Chain Management Systems,2022.0,International Journal of Multidisciplinary Evolutionary Research,,11.0,4.75,BORDERLINE,RQ1,"The complexity and criticality of hospital supply chain operations demand agile and intelligent risk management strategies. This review explores the development and application of real-time risk assessment dashboards powered by machine learning (ML) within hospital supply chain management systems. With increasing demand variability, supply disruptions, and compliance requirements, traditional reactive models are no longer sufficient for ensuring uninterrupted availability of medical supplies. Machine learning offers predictive capabilities to identify emerging risks, forecast supply-demand mismatches, detect anomalies, and support data-driven decision-making. By integrating ML algorithms into interactive dashboards, healthcare institutions can achieve real-time visibility across procurement, inventory, distribution, and vendor management processes. These dashboards serve as early warning systems, enabling stakeholders to proactively mitigate operational, financial, and clinical risks. "
P084,A comprehensive study of Cybercrime and Digital Forensics through Machine Learning and AI,2025.0,Al Rafidain Journal of Engineering Sciences,,9.0,4.6,BORDERLINE,RQ1,"Current need to fight evolving threats in the context of fast evolving threat landscape makes the field of digital forensics extremely challenging especially due to the rapidly growing cybercrime. This paper looks at how artificial intelligence (AI) and machine learning (ML) enhance the methods of artificial intelligence (AI) and machine learning (ML) to help digital forensic in cybercrime detection and evidence analysis, in furtherance, improving the overall years of a cyber-investigator. More and more sophisticated techniques like ransomware, phishing, and deepfake technology are being used by cybercriminals and no longer constantly working methods. From the law enforcement and cybersecurity professionals to forensic suits, AI driven tools offer an easy way to analyze large data sets efficiently, finding patterns and anomalies that would otherwise go unnoticed. Machine learning algorithms helps in automating the task of a classification of digital evidence and anomaly detection using"
P085,U.S.-U.K. PETs Prize Challenge: Anomaly Detection via Privacy-Enhanced Federated Learning,2024.0,IEEE Transactions on Privacy,,8.0,4.15,BORDERLINE,RQ1,"Privacy Enhancing Technologies (PETs) have the potential to enable collaborative analytics without compromising privacy. This is extremely important for collaborative analytics can allow us to really extract value from the large amounts of data that are collected in domains such as healthcare, finance, and national security, among others. In order to foster innovation and move PETs from the research labs to actual deployment, the U.S. and U.K. governments partnered together in 2021 to propose the PETs prize challenge asking for privacy-enhancing solutions for two of the biggest problems facing us today: financial crime prevention and pandemic response. This article presents the Rutgers ScarletPets privacy-preserving federated learning approach to identify anomalous financial transactions in a payment network system (PNS). This approach utilizes a two-step anomaly detection methodology to solve the problem. In the first step, features are mined based on account-level data and labels, an"
P086,Integrating AI with ESG Metrics in Smart Infrastructure Auditing for High-Impact Urban Development Projects,2023.0,International Journal of Multidisciplinary Futuristic Development,,8.0,4.75,BORDERLINE,,"As urban development accelerates globally, the demand for sustainable, inclusive, and accountable infrastructure has intensified. Environmental, Social, and Governance (ESG) metrics are increasingly central to evaluating the long-term impact and ethical footprint of urban projects. However, traditional ESG auditing methods often lack the granularity, scalability, and real-time responsiveness needed to manage the complexity of modern infrastructure ecosystems. This review explores the integration of Artificial Intelligence (AI) with ESG auditing frameworks in smart infrastructure, focusing on how AI technologies enable predictive sustainability assessment, automated compliance, and risk mitigation. The paper investigates the use of machine learning, natural language processing, and computer vision to collect, interpret, and report ESG-related data in urban development. It examines how AI can support green building certification, social equity mapping, and ethical governance audits by en"
P087,AI-AUGMENTED RISK DETECTION IN CYBERSECURITY COMPLIANCE: A GRC-BASED EVALUATION IN HEALTHCARE AND FINANCIAL SYSTEMS,2025.0,,,7.0,4.6,BORDERLINE,,"This study provides a comprehensive review of recent advancements in artificial intelligence (AI) applied to regulatory automation, particularly in highly regulated sectors such as healthcare and finance. Drawing upon a synthesis of contemporary literature and cross-sectoral analyses, the research aims to confirm AI's foundational role in compliance, assess the evolutionary progression of AI models in this domain, and compare their integrative functions across different organizational environments. Traditional compliance frameworks have long relied on manual audits, rule-based systems, and static regulatory databases, often resulting in inefficiencies, delays, and increased operational risks. These systems are increasingly augmented by machine learning and natural language processing (NLP), enabling them to interpret complex policy texts, flag anomalies, and implement mitigations autonomously. Importantly, the study also examines implementation variations by sector. For instance, healt"
P088,Intrusion Detection and Real-Time Adaptive Security in Medical IoT Using a Cyber-Physical System Design,2025.0,Sensors,,6.0,4.75,BORDERLINE,,"The increasing reliance on Medical Internet of Things (MIoT) devices introduces critical cybersecurity vulnerabilities, necessitating advanced, adaptive defense mechanisms. Recent cyber incidents-such as compromised critical care systems, modified therapeutic device outputs, and fraudulent clinical data inputs-demonstrate that these threats now directly impact life-critical aspects of patient security. In this paper, we introduce a machine learning-enabled Cognitive Cyber-Physical System (ML-CCPS), which is designed to identify and respond to cyber threats in MIoT environments through a layered cognitive architecture. The system is constructed on a feedback-looped architecture integrating hybrid feature modeling, physical behavioral analysis, and Extreme Learning Machine (ELM)-based classification to provide adaptive access control, continuous monitoring, and reliable intrusion detection. ML-CCPS is capable of outperforming benchmark classifiers with an acceptable computational cost, a"
P089,Tax Fraud Detection Using Artificial Intelligence-Based Technologies: Trends and Implications,2025.0,Journal of risk and financial management,Q3,6.0,4.9,BORDERLINE,,"This study examines the role of artificial intelligence (AI) tools in enhancing tax fraud detection within the ambit of the OECD Tax Administration 3.0, focusing on how these technologies streamline the detection process through a new “Adaptive AI Tax Oversight” (AATO) framework. Through a textometric systematic review covering the period from 2014 to 2024, the integration of AI in tax fraud detection is explored. The methodology emphasizes the evaluation of AI’s predictive, analytical, and procedural benefits in identifying and combating tax fraud. The research underscores AI’s significant impact on increasing detection accuracy, predictive capabilities, and operational efficiency in tax administrations. Key findings reveal the ways by which the development and application of the AATO framework improves the tax fraud detection process. The implications highlight not only the governance benefits and ethical challenges that arise, but also provide practical guidance for tax authorities "
P090,An Advanced Machine Learning Model for Detecting Synthetic Identity Fraud in E-Commerce Platforms,2023.0,International Journal of Multidisciplinary Research and Growth Evaluation,,6.0,4.75,BORDERLINE,,"The rapid growth of e-commerce has created unprecedented opportunities for global trade, yet it has simultaneously exposed platforms to sophisticated fraudulent activities, among which synthetic identity fraud (SIF) represents a particularly insidious threat. SIF involves the creation of fictitious identities, combining real and fabricated information, to exploit digital commerce systems, often evading traditional identity verification mechanisms. The detection of such fraudulent behavior presents unique challenges due to the hybrid nature of synthetic identities, the high-dimensionality of user data, and the dynamic evolution of fraudulent tactics. This study presents an advanced machine learning (ML) model designed to identify synthetic identities in e-commerce platforms by leveraging multi-layered feature extraction, ensemble learning strategies, and anomaly detection techniques. The proposed model integrates supervised and unsupervised learning approaches to enhance detection accur"
P091,Starlit: Privacy-Preserving Federated Learning to Enhance Financial Fraud Detection,2024.0,arXiv (Cornell University),,6.0,4.75,BORDERLINE,RQ1,"Federated Learning (FL) is a data-minimization approach enabling collaborative model training across diverse clients with local data, avoiding direct data exchange. However, state-of-the-art FL solutions to identify fraudulent financial transactions exhibit a subset of the following limitations. They (1) lack a formal security definition and proof, (2) assume prior freezing of suspicious customers' accounts by financial institutions (limiting the solutions' adoption), (3) scale poorly, involving either $O(n^2)$ computationally expensive modular exponentiation (where $n$ is the total number of financial institutions) or highly inefficient fully homomorphic encryption, (4) assume the parties have already completed the identity alignment phase, hence excluding it from the implementation, performance evaluation, and security analysis, and (5) struggle to resist clients' dropouts. This work introduces Starlit, a novel scalable privacy-preserving FL mechanism that overcomes these limitations"
P092,Outsider Oversight: Designing a Third Party Audit Ecosystem for AI Governance,2022.0,,,91.0,4.0,BORDERLINE,,"Much attention has focused on algorithmic audits and impact assessments to hold developers and users of algorithmic systems accountable. But existing algorithmic accountability policy approaches have neglected the lessons from non-algorithmic domains: notably, the importance of third parties. Our paper synthesizes lessons from other fields on how to craft effective systems of external oversight for algorithmic deployments. First, we discuss the challenges of third party oversight in the current AI landscape. Second, we survey audit systems across domains - e.g., financial, environmental, and health regulation - and show that the institutional design of such audits are far from monolithic. Finally, we survey the evidence base around these design components and spell out the implications for algorithmic auditing. We conclude that the turn toward audits alone is unlikely to achieve actual algorithmic accountability, and sustained focus on institutional design will be required for meaningf"
P093,"Fraud, corruption, and collusion in public procurement activities, a systematic literature review on data-driven methods",2022.0,Applied Network Science,,51.0,4.6,BORDERLINE,RQ2,"Abstract Fraud, corruption, and collusion are the most common types of crime in public procurement processes; they produce significant monetary losses, inefficiency, and misuse of the public treasury. However, empirical research in this area to detect these crimes is still insufficient. This article presents a systematic literature review focusing on the most contemporary data-driven techniques applied to crime detection in public procurement. The preferred reporting items for systematic reviews and meta-analyses (PRISMA) methodology was adopted to identify typical elements that lead to crimes in public contracting. We collected scientific papers and analyzed the selected research using the Scopus repository. We evaluated and summarized findings related to crime detection techniques based mainly on machine learning and network science, as well as studies using fraud risk indices. Some methodologies presented promising results in identifying crimes, especially those using labeled data a"
P094,Corruption red flags in public procurement: new evidence from Italian calls for tenders,2022.0,EPJ Data Science,,51.0,4.0,BORDERLINE,RQ2,"This paper contributes to the analysis of quantitative indicators (i.e., <i>red flags</i> or <i>screens</i>) to detect corruption in public procurement. It presents an approach to evaluate corruption risk in public tenders through standardized ML tools applied to detailed data on the content of calls for tenders. The method is applied to roadwork contracts in Italy and three main contributions are reported. First, the study expands the set of commonly discussed indicators in the literature to new ones derived from operative practices of police forces and the judiciary. Second, using novel and unique data on firm-level corruption risk, this study validates the effectiveness of the indicators. Third, it quantifies the increased corruption-prediction ability when indicators that are known to be unavailable to the corruption-monitoring authority are included in the prediction exercise. Regarding the specific red flags, we find a systematic association between high corruption risk and the u"
P095,Discussing ethical considerations and solutions for ensuring fairness in AI-driven financial services,2024.0,International Journal of Frontline Research in Multidisciplinary Studies,,35.0,4.0,BORDERLINE,RQ2,"This review paper examines the ethical considerations and proposes solutions for ensuring fairness in AI-driven financial services. Artificial intelligence (AI) technologies are increasingly integrated into financial systems, offering benefits such as enhanced efficiency and personalized services. However, the deployment of AI in financial services raises ethical concerns related to bias and discrimination, transparency and accountability, privacy rights, and algorithmic fairness. Biases inherent in training data can lead to discriminatory outcomes, while opaque decision-making processes challenge transparency and accountability. Privacy concerns arise from extensive data collection, necessitating robust data protection measures. Achieving algorithmic fairness presents complex challenges, requiring strategies to mitigate biases and ensure equitable outcomes. To address these challenges, this paper proposes several solutions. Algorithmic audits and transparency measures are essential to"
P096,Artificial intelligence and machine learning in combating illegal financial operations: Bibliometric analysis,2024.0,Human Technology,,34.0,4.6,BORDERLINE,"RQ1,RQ2","Money launderers and corrupt entities refine methods to evade detection, making artificial intelligence (AI) and machine learning (ML) essential for countering these threats. AI automates identity verification using diverse data sources, including government databases and social media, analysing client data more effectively than traditional methods. This study uses bibliometric analysis to examine AI and ML in anti-money laundering and anti-corruption efforts. A sample of 746 documents from 477 sources from Scopus shows a 14.33% annual growth rate and an average document age of 3.51 years, highlighting the field's actuality and rapid development. The research indicates significant international collaboration in documents. The main clusters of keywords relate to the implementation of AI and ML in (1) avoiding fraud and cybersecurity, (2) AML compliance, (3) promotion of transparency in combating corruption, etc. Addressing ethical concerns, privacy, and bias is crucial for the fair and "
